    88  6506.9868  6508.7847 15363.8513 ThI        53.498   53.690   53.885   49.614   49.758   49.902
    88  6512.3639  6514.1632 15351.1659 ThI        56.519   56.707   56.900   49.627   49.771   49.915
    89  6348.7375  6350.4928 15746.8094 ThI         7.679    7.856    8.030   47.839   47.983   48.127
    89  6355.9108  6357.6681 15729.0375 ThI        11.479   11.557   11.831   48.024   48.168   48.312
    89  6379.6733  6381.4369 15670.4518 ThI        23.868   24.012   24.208   48.547   48.691   48.835
    89  6388.8134  6390.5795 15648.0331 ThI        28.765   28.885   29.041   48.709   48.853   48.997
    89  6389.3900  6391.1563 15646.6209 ThI        29.059   29.194   29.352   48.718   48.862   49.006
    89  6399.2060  6400.9749 15622.6202 ArII       34.297   34.484   34.619   48.863   49.007   49.151
    89  6400.6961  6402.4654 15618.9832 ThI        35.118   35.292   35.487   48.883   49.027   49.171
    89  6416.3064  6418.0799 15580.9839 ArI        43.574   43.838   44.172   49.050   49.194   49.338
    89  6439.0715  6440.8511 15525.8984 ThI        56.461   56.605   56.749   49.168   49.312   49.456
    90  6268.2001  6269.9338 15949.1316 ThI         2.470    2.652    2.880   47.085   47.229   47.373
    90  6271.5444  6273.2791 15940.6267 ThI         4.155    4.379    4.624   47.181   47.325   47.469
    90  6274.1166  6275.8519 15934.0917 ThII        5.470    5.710    5.957   47.254   47.398   47.542
    90  6291.1915  6292.9314 15890.8454 ThI        14.426   14.627   14.784   47.698   47.842   47.986
    90  6293.2424  6294.9829 15885.6667 ThI        15.612   15.709   15.929   47.746   47.890   48.034
    90  6300.9165  6302.6590 15866.3193 ThI        19.585   19.776   19.930   47.918   48.062   48.206
    90  6301.4128  6303.1555 15865.0696 ThI        19.896   20.040   20.213   47.929   48.073   48.217
    90  6303.2507  6304.9939 15860.4436 ThI        20.792   21.020   21.290   47.968   48.112   48.256
    90  6304.2423  6305.9857 15857.9490 ThII       21.367   21.549   21.731   47.988   48.132   48.276
    90  6309.1600  6310.9047 15845.5886 ArI        24.007   24.182   24.389   48.086   48.230   48.374
    90  6310.8101  6312.5553 15841.4453 ThI        24.813   25.068   25.294   48.117   48.261   48.405
    90  6315.7750  6317.5215 15828.9924 ThI        27.492   27.745   28.025   48.206   48.350   48.494
    90  6317.1824  6318.9293 15825.4658 ThI        28.299   28.506   28.803   48.230   48.374   48.518
